id,text,lang,category
1756357402021220712,RT  Merrick Garland is supposed to represent all Americans as attorney general, not act as the personal lawyer for Biden Inc by c,en,US
1756356289494487303,RT  Merrick Garland is supposed to represent all Americans as attorney general, not act as the personal lawyer for Biden Inc by c,en,US
1756353585397326099,RT  Merrick Garland is supposed to represent all Americans as attorney general, not act as the personal lawyer for Biden Inc by c,en,US
1756352415916269989,RT  Merrick Garland is supposed to represent all Americans as attorney general, not act as the personal lawyer for Biden Inc by c,en,US
1756356665111433485,   TY What is the point of having Merrick Garland there, if he allows his underlings to egregiously break DOJ policies

Its giving butter emails James Comey 

Its giving I can land the plane Rod Rosenstein 

Its giving Mueller Report Summary Bill Barr

It has to stop,en,US
1756361191696282058,RT   Agreed Merrick Garland should not have allowed this go out under the DOJ seal
1756358689638748547,RT   Agreed Merrick Garland should not have allowed this go out under the DOJ seal
1756358497992839678,RT   Agreed Merrick Garland should not have allowed this go out under the DOJ seal
1756362365518405653,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362328914739503,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362269863088365,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362248967335957,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362244839899315,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362080436027889,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362365518405653,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362328914739503,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362269863088365,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362248967335957,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362244839899315,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362080436027889,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362365518405653,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362328914739503,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362269863088365,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362248967335957,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362244839899315,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362080436027889,RT  Stephen Miller Goes Off Joe Biden Belongs in Prison Video via  
1756362239483822362,RT  Robert Kennedy Jr was asked by NewsNations Chris Cuomo if President Bidens mental decline was one of the reasons he d,en,US
1756362239483822362,RT  Robert Kennedy Jr was asked by NewsNations Chris Cuomo if President Bidens mental decline was one of the reasons he d,en,US
1756362239483822362,RT  Robert Kennedy Jr was asked by NewsNations Chris Cuomo if President Bidens mental decline was one of the reasons he d,en,US
1756362129718804778,  Aint zelenskis freedom nice  Must have learned from Hitler  Or Bandera  Or both  Yes theres been a jewish nazi king before zelenski his name was Adolph  Poor Ukrainaians that did not escape from UKR r really suffering  Pray for them  This war is on Obama Biden and Nuland,en,US
1756362129718804778,  Aint zelenskis freedom nice  Must have learned from Hitler  Or Bandera  Or both  Yes theres been a jewish nazi king before zelenski his name was Adolph  Poor Ukrainaians that did not escape from UKR r really suffering  Pray for them  This war is on Obama Biden and Nuland,en,US
1756362129718804778,  Aint zelenskis freedom nice  Must have learned from Hitler  Or Bandera  Or both  Yes theres been a jewish nazi king before zelenski his name was Adolph  Poor Ukrainaians that did not escape from UKR r really suffering  Pray for them  This war is on Obama Biden and Nuland,en,US
1755999827299553362,RT  The potential Democratic field is betterJosh Shapiro is such a skilled politicianWhitmer, Andy Beshear, Wes Moore,,en,US
1756362272119590950, For biden and we already know what a rino you are,en,US
1756362272119590950, For biden and we already know what a rino you are,en,US
1756362272119590950, For biden and we already know what a rino you are,en,US
1756362349718692110,RT   Dean Phillips entire campaign is Kamala Harris is Black amp Biden is old Pick me

1756362349718692110,RT   Dean Phillips entire campaign is Kamala Harris is Black amp Biden is old Pick me

1756362349718692110,RT   Dean Phillips entire campaign is Kamala Harris is Black amp Biden is old Pick me

1756362217044283501,RT  Rep Jim Jordan is calling for the immediate impeachment of Kamala Harris and President Biden RT
Biden

Do you support this,en,US
1756362217044283501,RT  Rep Jim Jordan is calling for the immediate impeachment of Kamala Harris and President Biden RT
Biden

Do you support this,en,US
1756362217044283501,RT  Rep Jim Jordan is calling for the immediate impeachment of Kamala Harris and President Biden RT
Biden

Do you support this,en,US
1756362188439093677,RT  Biden is wearing the flag of another country whose bills were footing, yet we havent once seen Zelensky wear the fla,en,US
1756362188439093677,RT  Biden is wearing the flag of another country whose bills were footing, yet we havent once seen Zelensky wear the fla,en,US
1756362188439093677,RT  Biden is wearing the flag of another country whose bills were footing, yet we havent once seen Zelensky wear the fla,en,US
1755999930605314342,RT   Our message to Nikki Haley is, Nikki, youve given it your college try The people have indicated in a ve,en,US
1755999861693100076,RT   Our message to Nikki Haley is, Nikki, youve given it your college try The people have indicated in a ve,en,US
1755999887802433882,RT   George Conway

NEVER been a President 

NOT on the Forbes BILLIONAIRE list

 Left him for,en,US
1756362206176743681,For Immediate Release From AOL



Illinois Gov JB Pritzker D scrutinized language in the special counsels report, released Thursday, on President Bidens retention of classified documents ,en,US
1756362206176743681,For Immediate Release From AOL



Illinois Gov JB Pritzker D scrutinized language in the special counsels report, released Thursday, on President Bidens retention of classified documents ,en,US
1756362206176743681,For Immediate Release From AOL



Illinois Gov JB Pritzker D scrutinized language in the special counsels report, released Thursday, on President Bidens retention of classified documents ,en,US
1756351378148999451,   So they are saying he is competent to stand trial amp Merrick Garland should overrule Hurs decision and arrest Joe Biden for misappropriation of Classified Documents  Right

They filing an amicus brief to Garland supporting Rep Tenneys letter requesting intervention, right,en,US
1756351390304321745,  Democratic officials have ordered the removal of the Republican frontrunner from the ballot, the DNC has filed a complaint with the FEC seeking to block RFK, Jr from the ballot, and Biden is ranting that Merrick Garland has failed to imprison his Republican opponent  ahead of 
1756362266650243252,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362123486089333,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362266650243252,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362123486089333,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362009770102823,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362266650243252,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362123486089333,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362009770102823,RT  Vice President Kamala Harris puts GQP puppet Robert Hur on blast for his vile hit job against Biden Hell yes •

1756362344920224040,RT  Peter Doocy appears to be having memory issues while attacking Joe Bidens memory 
1756362344920224040,RT  Peter Doocy appears to be having memory issues while attacking Joe Bidens memory 
1756362344920224040,RT  Peter Doocy appears to be having memory issues while attacking Joe Bidens memory 
1756362215572332593,RT  Day after day, week after week, month after month, Netanyahu and Bidens brutality continues unabated

One of the greatest,en,US
1756362215572332593,RT  Day after day, week after week, month after month, Netanyahu and Bidens brutality continues unabated

One of the greatest,en,US
1756362215572332593,RT  Day after day, week after week, month after month, Netanyahu and Bidens brutality continues unabated

One of the greatest,en,US
1756362268084703682,RT  Peter Doocy to White House Press Sec Karine JeanPierre If the special counsel says President Bidens got significan,en,US
1756362268084703682,RT  Peter Doocy to White House Press Sec Karine JeanPierre If the special counsel says President Bidens got significan,en,US
